Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
JaxDecompiler: Redefining Gradient-Informed Software Design,Optimization and Learning,,,,10.1007/978-3-031-77941-1_4,Pierrick Pochelu,2025,https://link.springer.com/chapter/10.1007/978-3-031-77941-1_4,Conference paper
No Place to&#xa0;Hide: An Efficient and&#xa0;Accurate Backdoor Detection Tool for&#xa0;Ethereum ERC-20 Smart Contracts,Information and Communications Security,,,,10.1007/978-981-95-3543-9_9,Shouchen ZhouLu ZhouYu Tao,2026,https://link.springer.com/chapter/10.1007/978-981-95-3543-9_9,Conference paper
UPC sentinel: An accurate approach for detecting upgradeability proxy contracts in Ethereum,Empirical Software Engineering,,,,10.1007/s10664-024-10609-7,Amir M. EbrahimiBram AdamsGustavo A. OlivaAhmed E. Hassan,2025,https://link.springer.com/article/10.1007/s10664-024-10609-7,Article
A Formal Semantics for&#xa0;P-Code,"Verified Software. Theories, Tools and Experiments.",,,,10.1007/978-3-031-25803-9_7,Nico NausFreek VerbeekDale WalkerBinoy Ravindran,2023,https://link.springer.com/chapter/10.1007/978-3-031-25803-9_7,Conference paper
Metaverse Security and Forensics: VR Devices as an Example,Proceedings of the 14th International Conference on Computer Engineering and Networks,,,,10.1007/978-981-96-4245-8_31,Fu SuGuangjun LiangXueli NiQinrui ZhangPu ChenJianning LiuXiang LiHongtian Du,2025,https://link.springer.com/chapter/10.1007/978-981-96-4245-8_31,Conference paper
Bitcoin+: Cheap Support for&#xa0;Complex Spending Conditions in&#xa0;a&#xa0;UTXO Ledger,"Cyber Security, Cryptology, and Machine Learning",,,,10.1007/978-3-032-10759-6_8,Yaron KanerTal Moran,2026,https://link.springer.com/chapter/10.1007/978-3-032-10759-6_8,Conference paper
Design and Implementation of an Automated APK Analysis System for Practical Forensics,Proceedings of the 13th International Conference on Computer Engineering and Networks,,,,10.1007/978-981-99-9239-3_36,Yicheng LiGuangjun LiangKeyan TangYijia TengHaoran RuanZixi Mo,2024,https://link.springer.com/chapter/10.1007/978-981-99-9239-3_36,Conference paper
Android Malware Detection Through a&#xa0;Pre-trained Model for&#xa0;Code Understanding,Proceedings of the International Conference on Ubiquitous Computing & Ambient Intelligence (UCAmI 2022),,,,10.1007/978-3-031-21333-5_105,Eva García-SotoAlejandro MartínJavier Huertas-TatoDavid Camacho,2023,https://link.springer.com/chapter/10.1007/978-3-031-21333-5_105,Conference paper
OCEAN: Open-World Contrastive Authorship Identification,Applied Cryptography and Network Security,,,,10.1007/978-3-031-95764-2_18,Felix MächtleJan-Niclas SerrNils LooseJonas SanderThomas Eisenbarth,2025,https://link.springer.com/chapter/10.1007/978-3-031-95764-2_18,Conference paper
A neural machine code and programming framework for the reservoir computer,Nature Machine Intelligence,,,,10.1038/s42256-023-00668-8,Jason Z. KimDani S. Bassett,2023,https://link.springer.com/article/10.1038/s42256-023-00668-8,Article
Malware in the Connected World: Advanced Detection Techniques Using System Calls and Graph Analysis,Securing the Connected World,,,,10.1007/978-3-031-82826-3_4,Roopak SurendranTony Thomas,2025,https://link.springer.com/chapter/10.1007/978-3-031-82826-3_4,Chapter
Revisiting Binary Code Authorship Analysis,Network and System Security,,,,10.1007/978-981-96-3531-3_21,Saed AlrabaeeMousa Al-kfairyMohammad Bany TahaOmar AlfandiFatma TaherJie Tang,2025,https://link.springer.com/chapter/10.1007/978-981-96-3531-3_21,Conference paper
Intelligent Vulnerability Association Algorithm Based on Association Rule Mining,Proceedings of the 4th International Conference on Big Data Analytics for Cyber-Physical System in Smart City - Volume 2,,,,10.1007/978-981-99-1157-8_55,Xin JinHongyan LiHengwang LiuWen WangXin Sun,2023,https://link.springer.com/chapter/10.1007/978-981-99-1157-8_55,Conference paper
Unleashing the power of pseudo-code for binary code similarity analysis,Cybersecurity,,,,10.1186/s42400-022-00121-0,Weiwei ZhangZhengzi XuYang XiaoYinxing Xue,2022,https://link.springer.com/article/10.1186/s42400-022-00121-0,Article
Mobile App Security Assessment Using Forensic Analysis of APK Files,Advancement in Cyber Security and Digital Forensics,,,,10.1007/978-981-95-3701-3_24,Basil EldhoSakina Salmani,2026,https://link.springer.com/chapter/10.1007/978-981-95-3701-3_24,Conference paper
The new compiler stack: a survey on the synergy of LLMs and compilers,CCF Transactions on High Performance Computing,,,,10.1007/s42514-025-00270-x,Shuoming ZhangJiacheng ZhaoQiuchu YuChunwei XiaZheng WangXiaobing FengHuimin Cui,2026,https://link.springer.com/article/10.1007/s42514-025-00270-x,Article
Zero-Shot Detection of&#xa0;Bytecode-Level Ponzi Contract Using LLM,2025 International Conference on Blockchain and Web3.0 Technology Innovation and Application Exchange,,,,10.1007/978-981-95-4142-3_1,Zhenyong XuTian LanLeyan LiuYihua ZhuRuiheng ZhangWei Chen,2026,https://link.springer.com/chapter/10.1007/978-981-95-4142-3_1,Conference paper
HatMob: An All-Encompassing Mobile Pentesting Suite,Applied Cryptography and Network Security Workshops,,,,10.1007/978-3-032-01823-6_11,Caleb Lee Jia JingHe HaiqiVivek Balachandran,2026,https://link.springer.com/chapter/10.1007/978-3-032-01823-6_11,Conference paper
"Immutable in principle, upgradeable by design: exploratory study of smart contract upgradeability",Empirical Software Engineering,,,,10.1007/s10664-025-10779-y,Ilham QasseMohammad HamdaqaBjörn Þór Jónsson,2025,https://link.springer.com/article/10.1007/s10664-025-10779-y,Article
Exceptional Interprocedural Control Flow Graphs for&#xa0;x86-64 Binaries,"Detection of Intrusions and Malware, and Vulnerability Assessment",,,,10.1007/978-3-031-64171-8_1,Joshua BockenekFreek VerbeekBinoy Ravindran,2024,https://link.springer.com/chapter/10.1007/978-3-031-64171-8_1,Conference paper
An empirical study on the effectiveness of large language models for binary code understanding,Empirical Software Engineering,,,,10.1007/s10664-025-10748-5,Xiuwei ShangZhenkan FuShaoyin ChengGuoqiang ChenGangyang LiLi HuWeiming ZhangNenghai Yu,2025,https://link.springer.com/article/10.1007/s10664-025-10748-5,Article
J-Parallelio: Automatic Parallelization Framework for&#xa0;Java Virtual Machine,Intelligent Computing,,,,10.1007/978-3-031-37963-5_22,Piotr ListkiewiczKrzysztof StuglikMateusz KulczykMarcin Pietron,2023,https://link.springer.com/chapter/10.1007/978-3-031-37963-5_22,Conference paper
Smali Code-Based Fake Application Detection,Computational Intelligence in Communications and Business Analytics,,,,10.1007/978-3-031-81342-9_13,Abhishek AnandShivamTejas ManhasSmriti Gupta,2025,https://link.springer.com/chapter/10.1007/978-3-031-81342-9_13,Conference paper
Feasibility Study for&#xa0;Supporting Static Malware Analysis Using LLM,Computer Security. ESORICS 2024 International Workshops,,,,10.1007/978-3-031-82362-6_1,Shota FujiiRei Yamagishi,2025,https://link.springer.com/chapter/10.1007/978-3-031-82362-6_1,Conference paper
BinSub: The Simple Essence of&#xa0;Polymorphic Type Inference for&#xa0;Machine Code,Static Analysis,,,,10.1007/978-3-031-74776-2_17,Ian Smith,2025,https://link.springer.com/chapter/10.1007/978-3-031-74776-2_17,Conference paper
Influence of&#xa0;External Dependency Retrieval and&#xa0;Prompt Engineering in&#xa0;Test Case Generation Using LLMs,Intelligent Data Engineering and Automated Learning – IDEAL 2025,,,,10.1007/978-3-032-10486-1_15,David LenkeJavier FerrerFrancisco Chicano,2026,https://link.springer.com/chapter/10.1007/978-3-032-10486-1_15,Conference paper
Modularizing Directed Greybox Fuzzing for&#xa0;Binaries over&#xa0;Multiple CPU Architectures,"Detection of Intrusions and Malware, and Vulnerability Assessment",,,,10.1007/978-3-031-64171-8_5,Sofiane BenahmedAbdullah QasemAnis LounisMourad Debbabi,2024,https://link.springer.com/chapter/10.1007/978-3-031-64171-8_5,Conference paper
Android Malware Detection Method Based on Multi-feature Extraction and SPP-Net,Information Processing and Network Provisioning,,,,10.1007/978-981-95-1331-4_34,Wen ChenHuafeng LiLe Song,2026,https://link.springer.com/chapter/10.1007/978-981-95-1331-4_34,Conference paper
Automated System for Numerical Similarity Evaluation of Android Applications,Automatic Documentation and Mathematical Linguistics,,,,10.3103/S0005105525700207,V. V. Petrov,2024,https://link.springer.com/article/10.3103/S0005105525700207,Article
Source Code Anti-Plagiarism: A C# Implementation Using the&#xa0;Routing Approach,Proceedings of Seventh International Congress on Information and Communication Technology,,,,10.1007/978-981-19-2397-5_18,Fabrizio d’AmoreLorenzo Zarfati,2023,https://link.springer.com/chapter/10.1007/978-981-19-2397-5_18,Conference paper
Automated program improvement with reinforcement learning and graph neural networks,Soft Computing,,,,10.1007/s00500-023-08559-1,Nataša SukurNemanja MiloševićDoni PracnerZoran Budimac,2023,https://link.springer.com/article/10.1007/s00500-023-08559-1,Article
Static Adversarial Method,Android Malware Detection and Adversarial Methods,,,,10.1007/978-981-97-1459-9_5,Weina NiuXiaosong ZhangRan YanJiacheng Gong,2024,https://link.springer.com/chapter/10.1007/978-981-97-1459-9_5,Chapter
Enhancing Code Obfuscation Techniques: Exploring the&#xa0;Impact of&#xa0;Artificial Intelligence on&#xa0;Malware Detection,Product-Focused Software Process Improvement,,,,10.1007/978-3-031-49269-3_8,Christian CatalanoGiorgia SpecchiaNicolò G. Totaro,2024,https://link.springer.com/chapter/10.1007/978-3-031-49269-3_8,Conference paper
Malicious code detection in android: the role of sequence characteristics and disassembling methods,International Journal of Information Security,,,,10.1007/s10207-022-00626-2,Pinar G. BalikciogluMelih SirlanciOzge A. KucukBulut UlukapiRamazan K. TurkmenCengiz Acarturk,2022,https://link.springer.com/article/10.1007/s10207-022-00626-2,Article
NLP-Based Detecting Privacy Policy and&#xa0;Behavior Inconsistencies in&#xa0;Android&#xa0;Apps,Cloud and Network Computing,,,,10.1007/978-981-95-0129-8_27,Cheng YuXinyu YuanXin TianXiangyu Wan,2026,https://link.springer.com/chapter/10.1007/978-981-95-0129-8_27,Conference paper
Science of Cyber Security,Lecture Notes in Computer Science,,,,10.1007/978-3-031-45933-7,Moti YungChao ChenWeizhi Meng,2023,https://link.springer.com/book/10.1007/978-3-031-45933-7,Conference proceedings
LEARNT: A Neural Machine Translation Framework for Accurate Binary Lifting to High-Level Representation,Advances in Intelligent Networking and Collaborative Systems,,,,10.1007/978-3-031-72322-3_4,Duulga BaasantogtokhYoseob YoonMunkhdelgerekh BatzorigMahdi SahlabadiKangbin Yim,2024,https://link.springer.com/chapter/10.1007/978-3-031-72322-3_4,Conference paper
Malware Analysis and Detection,Smart Computing Paradigms: Advanced Data Mining and Analytics,,,,10.1007/978-3-032-08243-5_34,Rajesh YadavSuresh MeruguYasamin NikoukarHerbert Raj PerianayagamV. E. Sathishkumar,2026,https://link.springer.com/chapter/10.1007/978-3-032-08243-5_34,Conference paper
Forensics Training,Cybersecurity Education and Training,,,,10.1007/978-981-96-0555-2_5,Razvan Beuran,2025,https://link.springer.com/chapter/10.1007/978-981-96-0555-2_5,Chapter
LOC-Based Instruction Selection for&#xa0;Statistical Root Cause Analysis,Computational Intelligence in Engineering Science,,,,10.1007/978-3-031-98167-8_10,Duc Anh BuiThanh Le Dinh,2026,https://link.springer.com/chapter/10.1007/978-3-031-98167-8_10,Conference paper
Malware Detection and Analysis in Android Applications with Mobile Security Framework (MobSF) Using a Permission-Based Approach,Intelligent Computing and Automation,,,,10.1007/978-981-96-0143-1_11,Mark KizitoElaheh HomayounvalaHassan KazemianIstteffanny Araujo,2025,https://link.springer.com/chapter/10.1007/978-981-96-0143-1_11,Conference paper
Robust security risk estimation for android apps using nearest neighbor approach and hamming distance,Soft Computing,,,,10.1007/s00500-025-10489-z,Mahmood DeypirToktam Zoughi,2025,https://link.springer.com/article/10.1007/s00500-025-10489-z,Article
Decompiling and Disassembling Android Applications,Android Software Internals Quick Reference,,,,10.1007/978-1-4842-6914-5_12,James Stevenson,2021,https://link.springer.com/chapter/10.1007/978-1-4842-6914-5_12,Chapter
Firmware Security and Update Mechanism Analysis of IVI System,Advances in Networked-Based Information Systems,,,,10.1007/978-3-032-05892-8_5,Purevbaatar GanboldKyungbin ParkMunkhdelgerekh BatzorigKangbin Yim,2026,https://link.springer.com/chapter/10.1007/978-3-032-05892-8_5,Conference paper
Red Light for&#xa0;Security: Uncovering Auto Feature Check and&#xa0;Access Control Gaps in&#xa0;AAOS,"Detection of Intrusions and Malware, and Vulnerability Assessment",,,,10.1007/978-3-031-97623-0_9,JumanaParjanya VyasYousra Aafer,2025,https://link.springer.com/chapter/10.1007/978-3-031-97623-0_9,Conference paper
RIPDroid: Android Malware Detection Based on Permissions and IP Reputation Model,Information Systems for Intelligent Systems,,,,10.1007/978-981-99-8612-5_46,P. Ashwin PrashanthP. P. AmrithaM. Sethumadhavan,2024,https://link.springer.com/chapter/10.1007/978-981-99-8612-5_46,Conference paper
Androbank: the impact of API levels on mobile malware detection,Artificial Intelligence Review,,,,10.1007/s10462-025-11452-y,Milan OulehlaLadislav DorotíkZuzana Komínková Oplatková,2025,https://link.springer.com/article/10.1007/s10462-025-11452-y,Article
Technical Countermeasures Against Drone Communication Vulnerabilities,Computer and Information Science 2021 - Fall,,,,10.1007/978-3-030-90528-6_11,Wonhyung ParkHoo-Ki Lee,2022,https://link.springer.com/chapter/10.1007/978-3-030-90528-6_11,Chapter
AnGSL: Graph-Based Android Malware Detection Method,Digital Forensics and Cyber Crime,,,,10.1007/978-3-031-89360-5_9,Guodong ZhaoNurbol LuktarhanYihe MeiYi MengXiaotong Yang,2025,https://link.springer.com/chapter/10.1007/978-3-031-89360-5_9,Conference paper
Sound C Code Decompilation for a Subset of x86-64 Binaries,Software Engineering and Formal Methods,,,,10.1007/978-3-030-58768-0_14,Freek VerbeekPierre OlivierBinoy Ravindran,2020,https://link.springer.com/chapter/10.1007/978-3-030-58768-0_14,Conference paper
REcover: towards recovering object files from stripped binary executables,Journal of Computer Virology and Hacking Techniques,,,,10.1007/s11416-025-00565-1,Chariton KaramitasAthanasios Kehagias,2025,https://link.springer.com/article/10.1007/s11416-025-00565-1,Article
First Steps towards Deductive Verification of LLVM IR,Fundamental Approaches to Software Engineering,,,,10.1007/978-3-031-57259-3_15,Dré van OorschotMarieke HuismanÖmer Şakar,2024,https://link.springer.com/chapter/10.1007/978-3-031-57259-3_15,Conference paper
A Survey on Smart Contract Vulnerabilities Including Auditing Tools,Intelligent Systems and Sustainable Computing,,,,10.1007/978-981-99-4717-1_22,Sayan DasAditya ArshChinmaya Bikram PattanaikNirmalya Kar,2023,https://link.springer.com/chapter/10.1007/978-981-99-4717-1_22,Conference paper
Application of the SAMA methodology to Ryuk malware,Journal of Computer Virology and Hacking Techniques,,,,10.1007/s11416-022-00434-1,Ander Granado MasidJavier Bermejo HigueraJuan-Ramón Bermejo HigueraJuan Antonio Sicilia Montalvo,2022,https://link.springer.com/article/10.1007/s11416-022-00434-1,Article
Enhancing search-based testing with LLMs for finding bugs in system simulators,Automated Software Engineering,,,,10.1007/s10515-025-00531-7,Aidan DakhamaKarine Even-MendozaW. B LangdonHéctor D. MenéndezJustyna Petke,2025,https://link.springer.com/article/10.1007/s10515-025-00531-7,Article
Assessing the Robustness of an Image-Based Malware Classifier with Smali Level Perturbations Techniques,Artificial Intelligence for Cybersecurity,,,,10.1007/978-3-030-97087-1_3,Giacomo IadarolaFabio MartinelliAntonella SantoneFrancesco Mercaldo,2022,https://link.springer.com/chapter/10.1007/978-3-030-97087-1_3,Chapter
Generative Adversarial Networks for&#xa0;IoT Devices and&#xa0;Mobile Applications Security,International Conference on Advanced Intelligent Systems for Sustainable Development,,,,10.1007/978-3-031-35251-5_13,Akram ChhaybiSaiida LazaarMohammed Hassine,2023,https://link.springer.com/chapter/10.1007/978-3-031-35251-5_13,Conference paper
Review on the Static Analysis Techniques Used for Privacy Leakage Detection in Android Apps,Advances and Applications of Artificial Intelligence & Machine Learning,,,,10.1007/978-981-99-5974-7_28,Manish VermaParma Nand,2023,https://link.springer.com/chapter/10.1007/978-981-99-5974-7_28,Conference paper
SCRUTINIZER: Detecting Code Reuse in&#xa0;Malware via Decompilation and&#xa0;Machine Learning,"Detection of Intrusions and Malware, and Vulnerability Assessment",,,,10.1007/978-3-030-80825-9_7,Omid MirzaeiRoman VasilenkoEngin KirdaLong LuAmin Kharraz,2021,https://link.springer.com/chapter/10.1007/978-3-030-80825-9_7,Conference paper
Unpacking Malware in the Real World: A Step-by Step Guide,Malware,,,,10.1007/978-3-031-66245-4_13,Nikolaos TotosisConstantinos Patsakis,2025,https://link.springer.com/chapter/10.1007/978-3-031-66245-4_13,Chapter
Team DESCARTES and DARPA’s Cyber Grand Challenge,Counterterrorism and Cybersecurity,,,,10.1007/978-3-031-63126-9_16,Newton Lee,2024,https://link.springer.com/chapter/10.1007/978-3-031-63126-9_16,Chapter
Comprehensive AI-driven privacy risk assessment in mobile apps and social networks,Cluster Computing,,,,10.1007/s10586-025-05624-2,Daniel Blanco-AzaAntonio Robles-GómezRafael Pastor-VargasLlanos TobarraPedro Vidal-BalboaMariano Méndez-Suárez,2025,https://link.springer.com/article/10.1007/s10586-025-05624-2,Article
CFG Analysis for Detecting Vulnerabilities in Smart Contracts,Smart Trends in Computing and Communications,,,,10.1007/978-981-99-0838-7_65,Karishma YadavSmita Naval,2023,https://link.springer.com/chapter/10.1007/978-981-99-0838-7_65,Conference paper
A Critical-Path-Based Vulnerability Detection Method for&#xa0;tx.origin Dependency of&#xa0;Smart Contract,Smart Computing and Communication,,,,10.1007/978-3-031-28124-2_37,Hui ZhaoJiacheng Tan,2023,https://link.springer.com/chapter/10.1007/978-3-031-28124-2_37,Conference paper
Robust Android Malware Detection: Leveraging Generative Transformer-Based Feature Extraction and Hybrid Optimization Techniques,SN Computer Science,,,,10.1007/s42979-025-04608-8,K. M. VeereshBhukya Ramesh Naik,2025,https://link.springer.com/article/10.1007/s42979-025-04608-8,Article
APK,Handbook for CTFers,,,,10.1007/978-981-19-0336-6_4,,2022,https://link.springer.com/chapter/10.1007/978-981-19-0336-6_4,Chapter
Predicting Android malware combining permissions and API call sequences,Software Quality Journal,,,,10.1007/s11219-022-09602-4,Xin ChenHaihua YuDongjin YuJie ChenXiaoxiao Sun,2022,https://link.springer.com/article/10.1007/s11219-022-09602-4,Article
Proposal of&#xa0;Android Malware Detection Method Based on&#xa0;Component Graphs,Advances in Networked-Based Information Systems,,,,10.1007/978-3-032-06161-4_13,Kai HirayamaEiichiro KodamaBhed Bahadur BistaJiahong WangToyoo Takata,2026,https://link.springer.com/chapter/10.1007/978-3-032-06161-4_13,Conference paper
AI-Based Android Malware Detection Methods,Android Malware Detection and Adversarial Methods,,,,10.1007/978-981-97-1459-9_4,Weina NiuXiaosong ZhangRan YanJiacheng Gong,2024,https://link.springer.com/chapter/10.1007/978-981-97-1459-9_4,Chapter
AndroHealthCheck: A Malware Detection System for Android Using Machine Learning,"Computer Networks, Big Data and IoT",,,,10.1007/978-981-16-0965-7_4,Prerna AgrawalBhushan Trivedi,2021,https://link.springer.com/chapter/10.1007/978-981-16-0965-7_4,Conference paper
A Convertor Tool to Transform the Android Mobile Application into Java Codes for Software Testing,Proceedings of Second International Conference on Intelligent System,,,,10.1007/978-981-99-8976-8_46,Rosziati IbrahimMizani Mohamad MadonZhiang Yue LeeSapiee JamelFaaizah Shahbodin,2024,https://link.springer.com/chapter/10.1007/978-981-99-8976-8_46,Conference paper
Binary Slice-Level Vulnerability Detection with xLSTM-Based Models: Enhancing Long-Term Semantic Capture,Advances in Intelligent Data Analysis and Applications,,,,10.1007/978-981-96-7273-8_34,Peng YinYekun KeQi WangWenxin TaoFangyuan HouYiwei LiuXiaohong Su,2026,https://link.springer.com/chapter/10.1007/978-981-96-7273-8_34,Conference paper
Experimental Toolkit for&#xa0;Manipulating Executable Packing,Risks and Security of Internet and Systems,,,,10.1007/978-3-031-61231-2_17,Alexandre D’HondtCharles Henry Bertrand Van OuytselAxel Legay,2024,https://link.springer.com/chapter/10.1007/978-3-031-61231-2_17,Conference paper
Security Analysis of&#xa0;Mobile Point-of-Sale Terminals,Network and System Security,,,,10.1007/978-3-031-39828-5_20,Mahshid Mehr NezhadElliot LaidlawFeng Hao,2023,https://link.springer.com/chapter/10.1007/978-3-031-39828-5_20,Conference paper
XtraLibD: Detecting Irrelevant Third-Party Libraries in&#xa0;Java and&#xa0;Python Applications,Evaluation of Novel Approaches to Software Engineering,,,,10.1007/978-3-030-96648-5_7,Ritu KapurPoojith U. RaoAgrim DewamBalwinder Sodhi,2022,https://link.springer.com/chapter/10.1007/978-3-030-96648-5_7,Conference paper
Slicing Assisted Program Verification: An Empirical Study,Theoretical Aspects of Software Engineering,,,,10.1007/978-3-031-64626-3_3,Wenjian ChaiRongjie YanWenhui ZhangJian Zhang,2024,https://link.springer.com/chapter/10.1007/978-3-031-64626-3_3,Conference paper
Efficient Graph-Based Malware Detection Using Minimized Kernel and SVM,Cyber Malware,,,,10.1007/978-3-031-34969-0_5,Billy TsouvalasDimitrios Serpanos,2024,https://link.springer.com/chapter/10.1007/978-3-031-34969-0_5,Chapter
Efficient malware detection through inter-component communication analysis,Cluster Computing,,,,10.1007/s10586-024-04530-3,Peng ChenShengwei TianXin WangXinjun PeiWeitao NongHao Zhang,2024,https://link.springer.com/article/10.1007/s10586-024-04530-3,Article
"Poster: All Right Then, (Don’t) Keep Your Secrets: Exposing API Hashing in&#xa0;Malware","Detection of Intrusions and Malware, and Vulnerability Assessment",,,,10.1007/978-3-031-97620-9_16,Nicola BotturaGiorgia Di PietroYuya YamadaDaniele Cono D’EliaLeonardo Querzoni,2025,https://link.springer.com/chapter/10.1007/978-3-031-97620-9_16,Conference paper
Computer-Aided Reverse Engineering of&#xa0;Protected Software,Digital Sovereignty in Cyber Security: New Challenges in Future Vision,,,,10.1007/978-3-031-36096-1_1,Daniele CanaveseLeonardo ReganoAntonio Lioy,2023,https://link.springer.com/chapter/10.1007/978-3-031-36096-1_1,Conference paper
USCSafe: Identifying Permission Vulnerabilities in&#xa0;Upgradeable Smart Contracts,Blockchain and Trustworthy Systems,,,,10.1007/978-981-95-3480-7_5,Junjia ChenZhijie ZhongYuren Zhou,2026,https://link.springer.com/chapter/10.1007/978-981-95-3480-7_5,Conference paper
Explaining the&#xa0;Use of&#xa0;Cryptographic API in&#xa0;Android Malware,E-Business and Telecommunications,,,,10.1007/978-3-031-45137-9_4,Adam JanovskyDavide MaiorcaDominik MackoVashek MatyasGiorgio Giacinto,2023,https://link.springer.com/chapter/10.1007/978-3-031-45137-9_4,Conference paper
Are our clone detectors good enough? An empirical study of code effects by obfuscation,Cybersecurity,,,,10.1186/s42400-023-00148-x,Weihao HuangGuozhu MengChaoyang LinQiucun YanKai ChenZhuo Ma,2023,https://link.springer.com/article/10.1186/s42400-023-00148-x,Article
Evaluating Security Risks and Protecting Conversational AI: An in-Depth Vulnerability Assessment and Security Testing of the ChatGPT Android Application,Advances in Computational Intelligence and Informatics,,,,10.1007/978-981-97-4727-6_18,Srinadh Swamy MajetiT. Shyam PrasadSunil Kumar Thota,2024,https://link.springer.com/chapter/10.1007/978-981-97-4727-6_18,Conference paper
Program Structure Defect Localization and Repair Methods in Software Security Reverse Analysis,Cyber Security Intelligence and Analytics,,,,10.1007/978-3-031-88287-6_42,Yan Li,2025,https://link.springer.com/chapter/10.1007/978-3-031-88287-6_42,Conference paper
Occurrence of mixed-mode oscillations in a system consisting of a Van der Pol system and a Duffing oscillator with two potential wells,Nonlinear Dynamics,,,,10.1007/s11071-024-09322-3,Weipeng LyuShaolong LiJuanjuan HuangQinsheng Bi,2024,https://link.springer.com/article/10.1007/s11071-024-09322-3,Article
Tracing Your Roots: Exploring the&#xa0;Security Issues of&#xa0;Root Certificates in&#xa0;Android TLS Connections,Information Security and Cryptology,,,,10.1007/978-981-95-6203-9_20,Xinyu WeiYuewu WangLingguang LeiPeng WangChunjing KouSiyuan Ma,2026,https://link.springer.com/chapter/10.1007/978-981-95-6203-9_20,Conference paper
