citation_key,decision,confidence,reason
liu_demystifying_2025,exclude,0.96,ML/DLが主要要素でなく、目的は静的解析のためのHermesバイトコードから低レベルIRへの変換であり、ソースコード復元や可読性向上を目指すデコンパイルではないため
verbeek_formally_2025,exclude,0.96,ML/DLが研究の中核ではなく、目的もデコンパイルや可読性向上ではなくバイナリレベルのポインタ解析であるため、IN1・IN2を満たさない（EX-IN1）。
berge_anti-games_2025,exclude,0.99,ML/DLが研究の中心でなく、目的もデコンパイルやコードの可読性向上ではないため、EX-IN1に該当します。
brossard_automatic_2025,exclude,0.97,ML/DLが研究の中核ではなく、手法は具体的実行による関数情報抽出であり、デコンパイルや可読性向上を目的としていないため（EX-IN1）。
yan_uefuzzer_2025,exclude,0.96,ML/DLが研究の中心ではなく、静的解析と構造化ファジングのみを提案しているため、IN1を満たさず除外（EX-IN1）。
fang_wasserstein_2025,exclude,0.96,主目的がAndroid証明書の脆弱性検出であり、デコンパイルや可読性向上が目的ではないため除外（EX-A3）
m_s_detection_2025,exclude,0.96,目的が Android マルウェア検出であり、デコンパイルや高級化・可読性向上ではないため（EX-A）。
zhang_cf-gkat_2025,exclude,0.98,本文に機械学習・ディープラーニングが中心的に用いられている記述がなく、ML/DLが中核でないため（EX-IN1）。
naus_poster_2024,exclude,0.95,目的はアセンブリから P‑Code へのリフトを形式的に検証することであり、ソースコードや高級疑似コードへの復元・可読性向上ではない。出力は低レベル IR（P‑Code）で、デコンパイル・高級化の範囲外（EX‑B1）となる。
verbeek_verifiably_2024,exclude,0.96,ML/DLが中核でなく、出力は低レベルのシンボライズされたアセンブリであり、ソース相当の復元や高級化を目的としていないため（EX-IN1・EX-B1）。
xie_resym_2024,exclude,0.85,ML/DLは中核だが、主目的は変数・構造体シンボルの回復であり、出力はソースコードや高級擬似コードではなくシンボル情報のみであるため、IN3を満たさず除外（EX-B3）となります。
udeshi_remaqe_2024,exclude,0.96,論文はML/DLを主要手法として用いておらず、ML/DLが中心でないため（EX-IN1）。抽象からはニューラルネットワークや機械学習に関する記述がなく、単なる解析フレームワークと見える。
yong_wong_understanding_2024,exclude,0.96,目的がバイナリやアセンブリから高級言語コードを復元・高級化するデコンパイルや可読性向上ではなく、マルウェアの回避技術を回避する支援にあり、デコンパイルが主目的ではないため除外（EX-A）。
yang_characterizing_2024,exclude,0.99,ML/DLが研究の中核ではなく、デコンパイルや可読性向上を目的としていないため、EX-IN1に該当します。
song_typefsl_2024,exclude,0.86,目的はバイナリの型予測であり、デコンパイルや高級コード生成・可読性向上が主目的ではなく、出力も型ラベルの分類でありソースコードや擬似コードの復元・高級化ではないため、EX‑B3 に該当する。
zhao_models_2024,exclude,0.95,目的がモデルハブのマルウェア検知・セキュリティ対策であり、デコンパイルや可読性向上ではないため、IN2に該当せず除外（EX-A）
li_varlifter_2024,exclude,0.96,論文はML/DLを主要手法として用いていない（抽象で機械学習・深層学習に関する記述がなく、ルールベースのリフタ手法）ため、IN1を満たさずEX-IN1で除外
botacin_what_2024,exclude,0.98,ML/DLが研究の中核でなく、目的がデコンパイルや可読性向上ではなく調査・アンケートであるため
fu_android_2024,exclude,0.95,目的がマルウェア検出（分類）であり、デコンパイルやコードの可読性向上が主目的ではないため、EX‑A1（目的が別タスク）に該当します。
nguyen_scalable_2024,exclude,0.96,本文・要旨に機械学習やディープラーニングの利用が示されておらず、手法は抽象ドメインを用いた静的解析であるため、ML/DLが中核ではない（EX-IN1）。
xiong_atlas_2024,exclude,0.96,本論文の主目的はAndroid閉塞ソースライブラリの自動ファジングであり、デコンパイルや可読性向上は目的ではない（EX-A）。さらに、ML/DL を中核技術として使用している記述もなく、要件 IN1 を満たさない（EX-IN1）。
fissore_higher-order_2024,exclude,0.98,ML/DL が研究の中核ではなく、形式手法・高階統一に関する論文であるため (EX‑IN1)。
krook_welcome_2024,exclude,0.99,本文はHaskellプログラムの分割に関する手法で、機械学習・深層学習は使用しておらず、デコンパイルや可読性向上が目的でもないため、IN1を満たさず除外（EX-IN1）となります。
liao_smart_2024,exclude,0.96,目的が脆弱性検出であり、デコンパイルや可読性向上ではないため（EX-A）
bove_large-scale_2024,exclude,0.96,ML/DLが研究の中核ではなく、目的もデコンパイルや可読性向上ではないため（EX-IN1）
dong_pilot_2024,exclude,0.98,本稿はデータ課題の調査・サーベイであり、デコンパイルや可読性向上を主目的としていない上、ML/DLは補助的な側面に留まるため除外（EX‑C1、EX‑A）
brain_misconceptions_2024,exclude,0.96,ML/DLが研究の中心でなく、デコンパイルや可読性向上を目的としていないため、IN1を満たさずEX-IN1で除外
braconaro_dataset_2025,exclude,0.96,目的が自動プログラム修復（APR）であり、デコンパイルや可読性向上が主目的ではないため除外
pizzolotto_mitigating_2024,exclude,0.98,本文は機械学習・ディープラーニングを用いた手法ではなく、プログラム変換による自己デバッグ保護を提案しているため、ML/DLが中核でない（EX-IN1）
yang_uncover_2024,exclude,0.99,目的が再入可能性脆弱性の検出であり、デコンパイルや可読性向上ではない（EX-A3）。また、ML/DL を中核に用いている記述がない（EX-IN1）。
zhong_prettysmart_2024,exclude,0.97,目的がスマートコントラクトの脆弱性検出であり、デコンパイルや可読性向上ではなく、ML/DL が主要手法でもないため、EX-A3 と EX-IN1 に該当する。
liu_minimon_2024,exclude,0.93,目的がAndroidアプリのデブローティングであり、バイナリから高級言語ソースや擬似コードへの復元・高級化ではないため（IN2未達）。入力・出力もソースコード再構成を対象とせず、MLはデブローティングの補助に用いられるだけである。
xiao_research_2024,exclude,0.96,ML/DLが中核で使用されておらず、目的がコード難読化・オブフスケーションであり、デコンパイルや可読性向上ではないため、IN1・IN2を満たさずEX-IN1で除外
spiess_stracebert_2023,exclude,0.96,目的がコード検索（ソースコード検索）であり、デコンパイルや可読性向上が主目的ではないため
zhao_deepinfer_2023,exclude,0.92,目的はバイトコードから関数シグネチャや型情報を推測することにあり、ソースコードや高級化された擬似コードの生成・復元が主目的ではないため、IN2 を満たさず EX-A に該当する
han_systematic_2023,exclude,0.96,ML/DLが研究の中核でなく、目的はミニアプリの脆弱性分析・リスク評価であり、デコンパイルや可読性向上を主目的としていないため
tao_jslibd_2023,exclude,0.93,ML/DLが主要手法として使われておらず、デコンパイルや可読性向上を目的とした研究でもないため、EX‑IN1に該当します。
song_multi-modality_2024,exclude,0.96,目的はAndroidマルウェア検出（分類）であり、デコンパイルやコードの可読性向上が主目的でないため（EX-A）。
yan_repackaged_2024,exclude,0.96,目的は Android アプリのリパッケージ分類であり、デコンパイルや可読性向上が主目的ではなく分類タスク（EX-A1）であるため除外
xiong_hext5_2024,include,0.82,ML/DLが中心で、主目的はデコンパイル疑似コードの可読性向上（変数名・関数名・コメント回復）で、入力はデコンパイラ出力、出力は高級化された擬似コード情報（識別子・コメント）になるため、基準IN1‑IN3を満たす。
xia_binary_2024,exclude,0.96,目的がバイナリ関数の名前予測であり、デコンパイルやソースコードの復元・高級化ではなく分類/識別タスクに該当するため（EX‑A1）。MLは使用されているが、IN2を満たさない。
jin_compilation_2023,exclude,0.96,ML/DLが研究の中心要素ではなく、目的はCIM向けコンパイル支援であり、デコンパイルや可読性向上が主目的でないため（EX-IN1）
pohjola_pancake_2023,exclude,0.99,ML/DLを中核に用いた研究ではなく、検証可能な低レベル言語とコンパイラの設計・評価が目的であるため、デコンパイル/可読性向上とは無関係です（EX-IN1）。
wu_method_2023,exclude,0.98,論文は暗号化WebShellトラフィックの検知が目的で、ML/DLが中心技術ではなく、デコンパイルや可読性向上に関わらないため
shirani_towards_2023,exclude,0.95,本研究の主目的はバイナリのコード類似性による脆弱性検出であり、デコンパイルは手段に過ぎず、出力も高級言語ソースや可読性向上ではなく類似度埋め込みであるため EX-A3 に該当します。
kong_defitainter_2023,exclude,0.98,目的が価格操作脆弱性の検出であり、デコンパイルや可読性向上ではない（EX-A3）。ML/DL が主要手法として示されておらず、脆弱性検出タスクに焦点を当てているため除外対象です。
liu_exploring_2023,exclude,0.97,ML/DLが研究の中核で使用されておらず、デコンパイルや可読性向上が目的ではなく、WebAssembly 最適化の検出・分析が主目的であるため
cong_towards_2023,exclude,0.96,本文はコンパイル/デコンパイルの理論的関係（reflection）を扱うだけで、機械学習や深層学習を中心手法として用いていないため、IN1を満たさず除外（EX-IN1）となります。
mittal_solving_2022,exclude,0.96,ML/DLが研究の中心技術として用いられておらず、目的もバイナリやアセンブリからのデコンパイル／可読性向上ではなく、AADLモデルの逆変換ツールの提案であるため、基準EX-IN1に該当します。
pauck_scaling_2023,exclude,0.95,本文はライブラリコード除去による解析スケーラビリティ向上が目的で、ML/DLは核心技術ではなく、デコンパイルや可読性向上も対象外のため除外
lv_fastbot2_2023,exclude,0.96,主目的がAndroidアプリのGUIテストであり、デコンパイルやコード可読性向上とは無関係なため（EX-A）。
liu_pg-vulnet_2022,exclude,0.96,目的がサプライチェーン脆弱性検出であり、デコンパイルや可読性向上が主目的ではない（EX-A3）
jeng_novel_2022,exclude,0.99,目的がマルウェア検出・分類であり、デコンパイルやコード高級化が主目的ではないため（EX‑A1）
liao_smartdagger_2022,exclude,0.96,目的はスマートコントラクトの脆弱性検出であり、デコンパイルや可読性向上ではない（EX-A3）。またML/DLは主要手法として言及されていない（EX-IN1）。
oconnor_toward_2022,exclude,0.97,ML/DLが主要要素でなく、目的もデコンパイルや可読性向上ではなく自動脆弱性検出・ exploit 生成の教育・コンペであるため、基準のIN1/IN2を満たさず除外（EX-IN1）
xing_h-container_2022,exclude,0.96,本稿は異種ISA間のコンテナ移行システムを提案しており、ML/DLは使用されていない（ML/DLが中核でない）ため、デコンパイル・可読性向上の目的外で除外対象（EX-IN1）となります。
kim_reverse_2022,exclude,0.96,本文・要旨に機械学習／ディープラーニングが主要手法として言及されておらず、シンボリック実行や制御理論が中心のため、ML/DLが中核でない（EX‑IN1）
sun_two-path_2022,exclude,0.98,主目的がマルウェア検出（分類）であり、デコンパイルや可読性向上が目的ではないため、EX-A1（分類タスク）に該当します。
armengol-estape_exebench_2022,exclude,0.95,本稿は実行可能なC関数データセットの構築が主目的であり、ML/DL 手法は中心要素ではなく、デコンパイルやコードの高級化を目的としていないため、EX‑IN1 に該当し除外する。
verbeek_formally_2022,exclude,0.96,ML/DLが研究の中核として用いられておらず、形式的検証・リフティングが主目的のため除外（EX-IN1）。
lehmann_finding_2022,exclude,0.93,目的がバイナリからの型復元であり、ソースコードや擬似コードの復元・高級化ではない。出力は型情報のみで、デコンパイルや可読性向上に該当しないため（EX-B3）。
mantovani_convergence_2022,exclude,0.96,要旨に機械学習・ディープラーニングの使用が記載されておらず、ML/DLが研究の中核でないため（EX-IN1）。目的はデコンパイルの評価であり、脆弱性検出の支援が主である点も除外基準に該当。
mahmud_acid_2022,exclude,0.99,ML/DLが中核でなく、目的もデコンパイルや可読性向上ではなくAPI互換性検出であるため、EX-IN1に該当します。
zhang_pitracker_2022,exclude,0.99,ML/DLが研究の中核になっておらず、デコンパイルや可読性向上が目的ではないため（EX-IN1）。
otsuki_overcoming_2022,exclude,0.95,本文に機械学習・ディープラーニングが中心技術として示されておらず、ML/DLが中核でないため（EX‑IN1）。
alrabaee_survey_2022,exclude,0.95,サーベイ論文であり、ML/DL を中核にした新規デコンパイル・高級化手法の提案がなく、論文タイプが EX‑C1（survey）に該当するため
wood_novel_2021,exclude,0.96,目的がJVMバイトコードの制御フロー難読化であり、デコンパイルや可読性向上が主目的ではない（EX-A）。さらにML/DLは使われていない。
ullah_iot-based_2021,exclude,0.95,目的がクローン検出（分類）であり、デコンパイルや可読性向上が主目的ではないため除外（EX-A1）
wu_android_2022,exclude,0.95,目的がマルウェア検出・悪意コード位置特定であり、デコンパイルや可読性向上ではないため（EX-A3）。
bibi_secure_2021,exclude,0.99,目的がマルウェア検出であり、デコンパイルや可読性向上が主目的ではないため（EX-A）
biernacki_reflectingnbspstackednbspcontinuations_2021,exclude,0.99,ML/DLが研究の中核ではなく、デコンパイルやコードの可読性向上を目的としていないため、EX-IN1 に該当します。
pei_stateformer_2021,exclude,0.92,ML/DLは中核だが、主目的はバイナリ型推定であり、出力は型ラベルのみで高級言語ソースや擬似コードの生成・高級化ではないため、IN3を満たさず EX‑B3 に該当する
casolare_steaelergon_2021,exclude,0.98,ML/DL が研究の中核でなく、目的もデコンパイルや可読性向上ではなくマルウェア注入・検出回避のフレームワーク構築であるため、基準 EX-IN1 に該当し除外
singh_multi-view_2021,exclude,0.96,目的がマルウェア検出（分類）であり、デコンパイルや可読性向上が主目的ではないため（EX-A1）
abuhamad_large-scale_2021,exclude,0.99,目的がソフトウェア作者識別であり、デコンパイルや可読性向上が主目的ではないため（EX-A）。
kalhauge_logical_2021,exclude,0.96,ML/DLが研究の中心でなく、目的はバイトコードのサイズ削減であり、デコンパイルや可読性向上（高級化）を目指すものではないため除外（EX‑IN1）。
ringer_proof_2021,exclude,0.96,本研究はML/DLを使用せず、主要目的はCoq証明の修復であり、デコンパイルは手段に過ぎないため、IN1・IN2を満たさず除外（EX-IN1/EX-A）。
liu_igscript_2021,exclude,0.96,本文はML/DLを中核にしておらず、対象は科学データプレゼンテーションのスクリプト生成・逆生成であり、バイナリやアセンブリのデコンパイル・高級化が目的ではないため、EX‑IN1に該当します。
wang_falx_2021,exclude,0.96,目的が可視化の自動生成・データ変換支援であり、デコンパイルやコードの可読性向上ではないため（EX-A）。ML/DLが中核かは不明だが、目的自体が対象外である。
kang_obfus_2021,exclude,0.96,論文はオブファスケーションツールの提案であり、機械学習・ディープラーニングは使用されていない（ML/DLが中核でない）ため、IN1を満たさず除外（EX-IN1）となります。
hilbig_empirical_2021,exclude,0.96,ML/DLが研究の中核でなく、目的もWebAssemblyバイナリの実証的解析であり、デコンパイルや可読性向上を主目的としていないため（EX‑IN1）。
noauthor_pepm_2021,exclude,0.93,ML/DLが中核ではなく、単なるワークショップのプロシーディングスであり、デコンパイルや可読性向上を目的とした研究ではないため（EX-IN1）。
wang_automated_2021,exclude,0.98,ML/DLが研究の核心でなく、機械学習を用いた手法が示されていないため（EX-IN1）
albert_taming_2020,exclude,0.96,本文はSMTソルバを用いた静的解析手法であり、機械学習・深層学習は中心技術として示されていないため、IN1を満たさず除外（EX-IN1）となります。
erinfolami_devil_2020,exclude,0.96,ML/DLが中核でなく、目的がバイナリから仮想継承情報を復元することであり、ソースコードや擬似コードの高級化・デコンパイルが主目的ではないため。
grech_madmax_2020,exclude,0.96,"目的がガス枯渇脆弱性検出であり、デコンパイルは手段に過ぎず、ML/DLも使用していないため除外 (EX-A3, EX-IN1)。"
yan_eshield_2020,exclude,0.96,"ML/DLが中核でなく、デコンパイルや可読性向上が主目的ではなく、バイトコードの難読化が目的（EX-IN1, EX-A）"
seraj_novel_2020,exclude,0.96,目的が偽のアンチマルウェア検出の分類であり、デコンパイルやコードの可読性向上が主目的ではないため（EX-A）。
nandi_synthesizing_2020,exclude,0.92,本文・要旨に機械学習・ディープラーニングが用いられている記述がなく、ML/DLが研究の中核でないため除外
vasileiadis_revealing_2019,exclude,0.96,ML/DLが研究の中核でなく、目的も悪意あるリバースエンジニアリングの検知であり、デコンパイルや可読性向上とは無関係なため
rohleder_hands-ghidra_2019,exclude,0.98,チュートリアルであり、ML/DL を中核にした新規手法の提案がなく、論文タイプが整理・紹介中心（EX-C1）です。
xylogiannopoulos_text_2020,exclude,0.96,目的がマルウェアの分類（classification）であり、デコンパイルや可読性向上が主目的ではないため EX-A1 に該当します。
kalhauge_binary_2019,exclude,0.96,ML/DLが研究の中心でなく、目的はデコンパイルや可読性向上ではなくバイナリ入力の削減（デバッグ支援）であるため、IN1・IN2を満たさず除外（EX-IN1・EX-A）。
kumar_android_2019,exclude,0.96,目的がマルウェア検出・分類であり、デコンパイルは特徴抽出の手段に過ぎないため、デコンパイル／可読性向上が主目的ではない（EX-A1）。
erinfolami_declassifier_2019,exclude,0.96,本文はバイナリ解析とクラス継承推論に焦点を当てており、機械学習／深層学習は使用していないため、ML/DLが中核でない（EX-IN1）と判断した。
raychev_predicting_2019,exclude,0.93,論文の主目的はプログラム属性（識別子名・型）予測であり、デコンパイルや可読性向上が目的ではない（EX-A）。MLは中核だが目的が外れるため除外。
roessle_formally_2019,exclude,0.92,ML/DLは補助的で中心ではなく、目的はバイナリの形式的検証でありデコンパイルや可読性向上が主目的ではないため
grech_madmax_2018,exclude,0.96,ML/DLは中心技術でなく、目的はガス欠乏脆弱性検出でありデコンパイルや可読性向上が主目的ではないため、EX-IN1およびEX-A3に該当し除外します。
feichtner_automated_2018,exclude,0.96,目的が暗号誤用検出であり、デコンパイルは分析手段に過ぎないためデコンパイル／可読性向上が主目的ではない（EX-A）。さらに出力はLLVM IRであり高級言語ソースや擬似コードの高級化を行わない（EX-B1）。
classen_anatomy_2018,exclude,0.96,主目的はFitbitシステムの脆弱性分析であり、デコンパイルは手段にすぎないため、目的がデコンパイル／可読性向上ではなく、ML/DLも使用していない（EX‑A・EX‑IN1）。
senthivel_denial_2018,exclude,0.96,ML/DLが研究の中心要素として示されておらず、デコンパイルは手法の一部であり機械学習は使用されていないため（EX-IN1）。
dutu_improving_2025,exclude,0.96,ML/DLが中核でなく、ルールベース/グラフ比較中心の手法のため（EX-IN1）
mauthe_large-scale_2021,exclude,0.98,本研究はML/DLを中核とした手法を提案しておらず、既存デコンパイラの実証的評価のみであるため、EX-IN1に該当し除外
pavel_technique_2021,exclude,0.92,ML/DLが研究の中核ではなく、目的はデジタル透かしの埋め込み・検出であり、デコンパイルによる高級化や可読性向上が主目的ではないため、IN1を満たさずEX-IN1で除外。
domas_decompilation_2024,exclude,0.96,抽象だけでは機械学習・ディープラーニングが主要手法として使われている記述がなく、デコンパイルは解説対象であり研究手法ではないためML/DLが中核でない（EX‑IN1）。
liu_empirical_2023,exclude,0.96,本稿はスマートコントラクトデコンパイラの実証調査であり、機械学習/深層学習を手法の中心に据えていない（ML/DLが中核でない）ため、EX‑IN1に該当して除外する。
broukhis_notes_2020,exclude,0.95,本文に機械学習／深層学習の利用が記載されておらず、ML/DLが研究の中核でないため
yoo_digital_2019,exclude,0.96,本文に機械学習／ディープラーニングが中心で使われている記述がなく、ML/DLが主要要素でないため (EX-IN1)。
katz_using_2018,include,0.95,本文はRNNを中心とした機械学習手法でバイナリから高級言語ソースを復元することを主目的としており、入力はバイナリ、出力は可読性の高いソースコードであるため、IN1・IN2・IN3 をすべて満たす。
