citation_key,decision,confidence,reason
jaffe_meaningful_2018,exclude,0.95,統計的機械翻訳のみで深層学習やニューラルネットを使用していないため、IN1（ML/DLが中核）を満たさない
nandi_functional_2018,exclude,0.96,要旨に機械学習・深層学習の手法が記述されておらず、IN1（ML/DL が中核）を満たさないため
botacin_revenge_2020,exclude,0.96,本文に機械学習・深層学習を用いたことが記載されておらず、IN1（ML/DLを中核に使用）を満たさないため
lacomis_dire_2020,include,0.95,論文はニューラルネットワークを用いてデコンパイル後のコードから変数名を予測し、デコンパイル擬似コードの可読性向上（変数名復元）を目的としている。入力はデコンパイル結果、出力は高級コードに近づけるための識別子名であり、IN1‑IN3 をすべて満たす。
jang_kerberoid_2019,exclude,0.96,論文は機械学習/深層学習を使用せず、単に複数デコンパイラの結果を統合する手法を提案しているため、IN1（ML/DLが中核）を満たさない。
grech_gigahorse_2019,exclude,0.95,本稿は機械学習／ディープラーニングを核心技術として用いていない（AbstractにML/DLに関する記述なし）。デコンパイルは行うが、IN1（ML/DLが中核）を満たさないため除外。
zhong_hardening_2025,exclude,0.96,本稿の主目的はDNNバイナリを難読化することであり、デコンパイルや高級コード復元が目的ではないため、除外基準EX‑A3に該当する。
huang_recover_2025,exclude,0.92,本論文は関数シグネチャ（パラメータ型・戻り値等）の抽出を主目的としており、コードや擬似コードの復元・高級化ではなく、バイナリからの識別タスク（EX-A1）に該当するため除外する。
pilgun_demo_2025,exclude,0.93,ML/DL が使われておらず、デコンパイルは分析支援の手段に過ぎず、ソース復元や擬似コードの高級化が主目的ではないため（EX-A）
wang_orcas_2025,exclude,0.96,目的はバイナリコードの類似性評価（コード検索・比較）であり、復元や高級化は副次的でないため EX-A2 に該当し除外
altamura_assessing_2025,exclude,0.95,EX-C1: 本稿はTigressオブフュスケータの効果評価であり、機械学習・ディープラーニングを用いたデコンパイル手法の提案や検証が主目的ではなく、復元・高級化タスクも扱っていないため除外
sakamoto_toward_2025,exclude,0.86,目的はバイナリから構造メンバの型・役割を推測することで、ソースコードや擬似コードの復元・高級化が主目的ではなく、出力もコードやASTではなく属性情報（構造的セマンティクス）であるため、EX-B3に該当する。
magin_towards_2025,exclude,0.96,本文はソフトウェア理解評価の手法提案であり、ML/DLを用いたデコンパイルや高級コード復元が目的ではないため、IN1・IN2を満たさず除外対象です。
dallaglio_highliner_2025,exclude,0.94,本研究の主目的はインライン関数の検出・境界推定であり、デコンパイルや高級言語コードの復元は副次的な目的にすぎない。出力は指示のインライン/非インラインラベルで、ソースコードや擬似コードへの変換を行わないため、除外基準 EX-A1 に該当する。
chen_clearagent_2025,exclude,0.96,目的がバイナリ脆弱性検出であり、デコンパイルによる高級コード復元が主目的ではない（EX-A3）
liu_function_2025,exclude,0.95,本文の目的はLLMで関数名を自動付与することであり、生成物は関数名（ラベル）であり、ソースコードや擬似コードの復元・高級化ではないため、IN3を満たさずEX-B3に該当する。
blazquez_practical_2025,exclude,0.99,EX-A1: 本稿はAndroidアプリの保護手法の分類・調査が主目的で、デコンパイルやソース復元は目的に含まれず、ML/DL の使用も示されていないため除外
nguyen_automating_2025,exclude,0.96,本文はサイバーフィジカルシステムの適合性評価自動化を目的としており、機械学習／ディープラーニングの使用やバイナリから高級言語への復元・デコンパイルが主目的ではないため、IN1・IN2を満たさず除外基準（EX-A）に該当します。
alecci_toward_2025,exclude,0.95,目的がGDPRコンプライアンス検証であり、デコンパイルや高級コード生成が主目的ではない（EX-A3）
liu_keenhash_2025,exclude,0.98,目的がバイナリコード類似性検索・クローン検索であり、デコンパイルや高級言語ソースの復元が主目的ではないため（EX-A2）
sun_fire_2025,exclude,0.95,主目的がバイトコード中の関数識別（分類）であり、ソースコードや擬似コードへの復元・高級化が目標でないため (EX-A1)。
zhu_misum_2025,exclude,0.97,本論文の主目的はバイナリコードの要約（自然言語生成）であり、ソースコード復元や擬似コードの高級化を目的としていない（EX-A4）。
jin_ccci_2025,exclude,0.96,本研究はコード補完（コード生成）を主目的としており、デコンパイルやバイナリからの高級言語復元を目的としていないため、除外基準 EX‑A に該当する。
santos_detecting_2025,exclude,0.96,目的はAndroidのリソースリーク検出・自動修正であり、ML/DLの使用も記述されず、デコンパイル・ソース復元が主目的ではない（EX-A3）
ferreira_transpilejs_2025,exclude,0.96,本文は機械学習・深層学習を用いておらず、目的もJavaScriptをWebAssemblyへ変換するコード保護・トランスパイルであり、バイナリから高級言語を復元するデコンパイル研究ではないため（EX-A）。
he_benchmarking_2025,exclude,0.96,目的がマルウェア解析（関数識別・要約）であり、デコンパイル・高級コード復元が主目的ではなく、評価ベンチマークなのでEX-A1/EX-A4に該当
zhou_regraph_2025,exclude,0.96,目的がバイナリ類似性検出（コード検索・類似度評価）であり、デコンパイルや高級コード復元が主目的ではないため、EX-A2（検索・類似性が主目的）に該当します。
chen_ponzihunter_2025,exclude,0.95,目的がPonziスマートコントラクトの検出であり、デコンパイルや高級コード復元が主目的ではなく、MLは検出モデルの構築に用いられている（EX-A3）。
mudraje_reverse_2025,exclude,0.97,本稿はML/DLを用いたデコンパイル・高級化が主目的ではなく、Wi‑Fiドライバの逆向き解析とエネルギー消費の静的最悪ケース解析が目的であり、MLベースの復元手法が提示されていないため除外（EX‑A）。
liu_demystifying_2025,exclude,0.96,ML/DL が使用されておらず、目的は静的解析・IR 変換であり、ソースコード復元や高級化が主目的ではないため（EX‑A と EX‑B1 に該当）。
verbeek_formally_2025,exclude,0.96,本稿はバイナリレベルのポインタ解析を形式的に検証する手法を提案しており、機械学習・ディープラーニングは使用していない（IN1未達）うえ、主目的がデコンパイル・高級化ではなく解析結果の信頼性確保であるため、EX-A1（解析・検証目的）に該当します。
berge_anti-games_2025,exclude,0.99,本稿はゲームデザインコミュニティの研究であり、デコンパイルや機械学習を利用したバイナリからのソース復元が目的ではないため除外（EX-A）です。
brossard_automatic_2025,exclude,0.98,ML/DLが主要要素でなく、目的は関数シグネチャの自動注釈取得であり、デコンパイルやソースコード復元とは無関係（EX-A1）
yan_uefuzzer_2025,exclude,0.97,本文は静的解析と構造化ファジング手法を提案しており、機械学習/ディープラーニングは使用されていない上、デコンパイルや高級コード復元が主目的ではなく、ファジング支援が目的であるため除外（EX-A）です。
fang_wasserstein_2025,exclude,0.99,論文はAndroid証明書検証の脆弱性検出が主目的であり、デコンパイルやソースコード復元を目的としないため、除外条件EX-A3に該当します。
m_s_detection_2025,exclude,0.92,研究の主目的はAndroidマルウェアの検出であり、デコンパイルや高級言語ソースの復元は目的外の副次的要素であるため、除外基準EX-A3に該当します。
zhang_cf-gkat_2025,exclude,0.95,ML/DLが使用されておらず、主目的は制御フロー変換の検証（verification）であり、デコンパイルは手段に過ぎないためEX-A3に該当します。
naus_poster_2024,exclude,0.95,目的はアセンブリから低レベルIR（P-Code）へのリフティングと形式的検証であり、ソースコードや高級擬似コードへの復元・高級化が主目的ではない（EX‑B1）
verbeek_verifiably_2024,exclude,0.96,"ML/DL が中心技術でなく、出力はシンボライズされたアセンブリであり高級言語や擬似コードへ変換しないため、IN1, IN3 を満たさず EX-B1 (IR‑only) に該当"
xie_resym_2024,include,0.93,LLMを中心に使用し（IN1）、変数名・型の復元を主目的としたデコンパイル高級化手法（IN2）で、入力はバイナリ、出力はソースに近いシンボル情報（IN3）を提供しているため。
udeshi_remaqe_2024,exclude,0.92,Abstractに機械学習／深層学習を中心手法として使用している記述がなく、IN1を満たさないため除外
yong_wong_understanding_2024,exclude,0.95,本文はLLMを利用してマルウェアの回避技術を迂回させる支援手法の評価であり、バイナリから高級言語コードや擬似コードへの復元・高級化が主目的ではないため、EX‑A 系列の除外基準に該当する。
yang_characterizing_2024,exclude,0.99,目的がIoTデバイス設定時の情報漏洩評価であり、デコンパイルや高級コード復元とは無関係。ML/DLの使用も記載されていないため、IN条件を満たさずEX-Aに該当する。
song_typefsl_2024,exclude,0.96,目的はバイナリから型を予測する分類タスクであり、出力は型ラベル（コードや擬似コードの復元ではない）なので、EX-B3（コード生成・高級化がない）に該当します。
zhao_models_2024,exclude,0.96,本研究は悪意あるコードの毒殺攻撃検出を目的としており、デコンパイルや高級言語復元は主目的ではない（EX‑A3）。入力はモデルやスクリプトで、出力は検出結果・分類であり、IN3 も満たさない。
li_varlifter_2024,exclude,0.96,本文では機械学習／深層学習を用いる旨が示されておらず、IN1（ML/DL が中核）を満たさないため除外
botacin_what_2024,exclude,0.99,調査・サーベイ論文であり、デコンパイルや高級コード復元を目的とした機械学習手法は提示されていない（EX-A1/EX-C1）。
fu_android_2024,exclude,0.96,目的がマルウェア検出という分類タスクであり、デコンパイルや高級コード復元が主目的ではない（EX-A1）。MLは使用しているが、デコンパイルは手段に過ぎない。
nguyen_scalable_2024,exclude,0.98,本研究はML/DLを使用せず、デコンパイルや高級コード復元が目的ではなく、ジャンプテーブル解析手法の提案であるため、IN1・IN2・IN3 を満たさない
xiong_atlas_2024,exclude,0.96,本論文はAndroid閉源ネイティブライブラリの自動ファズィングを目的としており、ML/DL を用いた手法やバイナリから高級言語コードを復元することが主目的ではないため、除外基準 EX‑A に該当する。
fissore_higher-order_2024,exclude,0.98,本論文は高階統一と証明検索に関するもので、機械学習/深層学習を用いていない上、バイナリやアセンブリから高級言語を復元するデコンパイルが目的ではなく、対象も形式的論理体系であるためスコープ外（EX‑B4）
krook_welcome_2024,exclude,0.96,本文はML/DLを用いた手法でもデコンパイル／高級コード復元を目的とした研究でもなく、単にHaskellプログラムの分割手法を示すだけであるため、IN1・IN2を満たさず除外対象（EX-A）となります。
liao_smart_2024,exclude,0.97,目的がスマートコントラクトの脆弱性検出であり、デコンパイルやソース復元が主目的ではない（EX-A3）。ML/DLの使用も記載されていないため、基準を満たさない。
bove_large-scale_2024,exclude,0.99,ML/DLが中核で使用されておらず、デコンパイル・高級コード復元が研究目的ではなく、TEE機能の利用実態調査であるため（EX‑A）
dong_pilot_2024,exclude,0.98,調査・サーベイ論文であり、デコンパイルや高級コード復元を目的とした新規ML手法の提案がないため（EX-C1）。
brain_misconceptions_2024,exclude,0.96,機械学習・ディープラーニングを用いてバイナリやアセンブルから高級言語コードを復元することが目的ではなく、ループ解析の課題紹介であり、デコンパイル研究に該当しないため。
braconaro_dataset_2025,exclude,0.98,本研究はAndroidアプリの脆弱性修正を評価するデータセット提供とLLMによる自動プログラム修復の性能比較が主目的であり、バイナリ/アセンブリから高級言語ソースを復元するデコンパイルは目的に含まれない（EX-A3）。
pizzolotto_mitigating_2024,exclude,0.96,本文は機械学習・ディープラーニングを用いた手法を提示せず、デコンパイルや高級言語コードの復元が主目的ではなく、Javaバイトコードのデバッグ攻撃防止というセキュリティ保護が目的であるため、スクリーニング基準のIN1・IN2を満たさず除外します。
yang_uncover_2024,exclude,0.96,本研究はスマートコントラクトの再入可能性脆弱性を検出することが主目的であり、デコンパイルや高級コード復元は目的に含まれない（EX-A3）。さらに、ML/DLを中核技術として使用している記述もないため、採択条件を満たさない。
zhong_prettysmart_2024,exclude,0.96,ML/DLが使用されておらず、目的は脆弱性検出（EX‑A3）であり、デコンパイルや高級コード復元とは無関係です。
liu_minimon_2024,exclude,0.96,本研究はAndroidアプリの機能削除（デブローティング）を目的とし、バイナリから高級言語ソースや擬似コードへの復元・高級化を行うものではない（出力はデブロート済みAPK）。したがってEX‑B2に該当し除外する。
xiao_research_2024,exclude,0.99,本稿はコード難読化手法の改良を提案しており、デコンパイルや高級コード復元を目的としていない上、機械学習・ディープラーニングも使用していないため、IN1・IN2 の要件を満たさない。
spiess_stracebert_2023,exclude,0.96,目的がメソッドのソースコード検索・取得であり、デコンパイルや高級化が主目的ではないため（EX-A2）。
zhao_deepinfer_2023,exclude,0.92,本研究の主目的はバイトコードから関数シグネチャ・型情報を推定することであり、高級言語のソースコードや擬似コードの復元・高級化を目的としていないため、IN2 を満たさず EX-A3/EX-B3 に該当します。
han_systematic_2023,exclude,0.99,EX-A3: 論文はミニアプリの脆弱性検出・リスク評価が主目的であり、デコンパイルや高級言語復元に関するML/DL手法は含まれないため、除外基準に該当します。
tao_jslibd_2023,exclude,0.95,本研究はミニアプリのサードパーティライブラリ検出が主目的で、デコンパイルや高級コード復元とは無関係。Abstract に機械学習/深層学習が主要手法として記載されておらず、IN1・IN2 を満たさないため除外。
song_multi-modality_2024,exclude,0.96,目的がマルウェア検出（分類）であり、バイナリから高級言語コードを復元することが主目的ではないため（EX-A2）
yan_repackaged_2024,exclude,0.95,目的がリパッケージアプリの分類であり、デコンパイルは前処理に過ぎないためEX-A1（分類タスク）に該当し除外
xiong_hext5_2024,exclude,0.92,目的がコード要約や類似性検出など decompilation のみを手段とした情報推論タスクであり、デコンパイル自体が主目的ではなく EX-A4/EX-A2 に該当するため
xia_binary_2024,exclude,0.96,目的がバイナリ関数名予測（要約/命名）であり、ソースコードや擬似コードの復元・高級化ではないため、EX-A4（要約・説明）に該当します。出力も関数名文字列で、IN2・IN3を満たしません。
jin_compilation_2023,exclude,0.96,ML/DL が中核でなく、目的もバイナリから高級言語へ復元するデコンパイルではなく、LLVM IR をハードウェア向けに変換するコンパイル支援ツールであるため、IN1・IN2 を満たさず EX-B1 に該当します。
pohjola_pancake_2023,exclude,0.99,本稿は新言語と検証コンパイラの設計・評価が主目的であり、ML/DL を用いたデコンパイルや高級コード復元は対象外（EX-A）。
wu_method_2023,exclude,0.96,目的が暗号化WebShellトラフィックの検出・識別であり、デコンパイルやソースコード復元ではない（EX-A1）
shirani_towards_2023,exclude,0.96,研究の主目的はバイナリのコード類似性による脆弱性検出であり、デコンパイルは特徴量生成の前処理に過ぎず、出力は類似度スコアで高級言語コードの復元や擬似コードの高級化ではないため、EX-A3 に該当して除外します。
kong_defitainter_2023,exclude,0.96,目的が価格操作脆弱性検出であり、デコンパイルや高級コード復元が主旨ではなく、ML/DLも使用していないためEX-A3に該当する
liu_exploring_2023,exclude,0.96,本論文はWebAssembly最適化の欠落検出を目的としており、ML/DLの使用やバイナリから高級言語コードを復元することは主目的ではないため除外（EX-A）
cong_towards_2023,exclude,0.98,本文は効果ハンドラのためのコンパイル/デコンパイル間の理論的リフレクションを扱っており、機械学習／深層学習を使用していないため、IN1 を満たさず除外対象です。
mittal_solving_2022,exclude,0.96,本論文は機械学習・深層学習を使用せず、主目的はAADLモデルのビュー更新問題の解決と変換ツールの提供であり、デコンパイル（バイナリから高級言語コード復元）とは無関係。したがってIN1を満たさず、EX-A（デコンパイルが副次的・目的外）に該当する。
pauck_scaling_2023,exclude,0.96,目的がアプリとライブラリコードの識別・除去による解析スケーラビリティ向上で、デコンパイルや高級コード復元ではなく、ML/DLも主要手法として使用していないため
lv_fastbot2_2023,exclude,0.98,本論文はAndroidアプリのGUIテスト手法を強化学習で提案しており、デコンパイルやバイナリから高級言語コードを復元することが目的ではないため、IN2を満たさずEX-A（目的がデコンパイル以外）に該当する。
liu_pg-vulnet_2022,exclude,0.95,目的が供給チェーン脆弱性検出であり、デコンパイルや高級コード復元が主目的ではない（EX-A3）。
jeng_novel_2022,exclude,0.96,目的はマルウェア検出・分類であり、デコンパイルや高級コード復元が主目的でない（EX-A3）
liao_smartdagger_2022,exclude,0.96,ML/DLが使用されておらず、目的が脆弱性検出であり、デコンパイルやソースコード復元が主目的ではない（EX-A3）。
oconnor_toward_2022,exclude,0.96,目的が自動脆弱性検出・エクスプロイト生成であり、デコンパイルやソース復元が主目的ではなく、ML/DLも使用していない（EX-A3）。
xing_h-container_2022,exclude,0.99,ML/DL が使用されておらず、デコンパイル・高級コード復元が研究目的ではないため、スクリーニング基準の IN1・IN2 を満たさない。
kim_reverse_2022,exclude,0.92,本文はシンボリック実行とデータフロー解析を用いて逆コンパイル・パッチ適用を行うが、機械学習／深層学習が主要手法として示されておらず、IN1 を満たさないため除外
sun_two-path_2022,exclude,0.99,目的が Android アプリのマルウェア検出（分類）であり、デコンパイルや高級コード復元が主目的ではないため EX-A1 に該当します。
armengol-estape_exebench_2022,exclude,0.96,デコンパイルやソース復元が主目的でなく、実行可能なC関数のデータセット提供が中心（EX-C1）
verbeek_formally_2022,exclude,0.96,本文・要旨に機械学習・ディープラーニングの使用が示されず、目的はバイナリの形式的検証用リフトであり、ソースコードや高級擬似コードへの復元・高級化ではない（EX-B1・IN1未達成）
lehmann_finding_2022,exclude,0.92,出力が関数のパラメータ・戻り値型という型情報だけで、ソースコードや擬似コード・AST等の再構成を行わないため、EX-B3（コード生成・高級化がない）に該当します。
mantovani_convergence_2022,exclude,0.96,本文に機械学習/ディープラーニングの使用が記載されておらず、主目的はデコンパイルを用いた脆弱性検出の評価であり、デコンパイル自体の改善や高級コード復元が目的ではないため、EX-A3（脆弱性検出が主目的）に該当します。
mahmud_acid_2022,exclude,0.98,本研究は Android アプリの API 互換性問題検出が主目的であり、バイナリやアセンブリから高級言語コードを復元するデコンパイル目的ではない（EX-A1: 目的が識別／検出）。
zhang_pitracker_2022,exclude,0.96,本研究はML/DLを使用せず、目的はAndroidアプリのPendingIntent脆弱性検出であり、デコンパイルや高級コード復元が主目的ではないため（EX-A3）。
otsuki_overcoming_2022,exclude,0.9,EX-B2: 論文は動的名前解決の難読化を解除し隠された名前情報を公開することが目的で、ソースコードや擬似コードの復元・高級化を行うデコンパイル研究ではない。
alrabaee_survey_2022,exclude,0.96,サーベイ論文であり、ML/DL を用いた新規デコンパイル手法の提案がなく、目的はバイナリ指紋抽出・評価であるため（EX-C1）
wood_novel_2021,exclude,0.95,本稿はJVMバイトコードの制御フローを難読化する手法を提案しており、機械学習・ディープラーニングは使用せず、デコンパイルや高級コード復元が目的ではないため、除外基準 EX‑A に該当します。
ullah_iot-based_2021,exclude,0.96,目的がクローン検出（類似アプリ識別）であり、デコンパイルは特徴抽出の前処理に過ぎないため、EX‑A2（検索・類似度/クローンが主目的）に該当します。
wu_android_2022,exclude,0.95,本文はグラフニューラルネットワークを用いたマルウェア検出とコード位置特定が主目的であり、デコンパイルや高級言語ソース復元を目的としていない（EX-A1: classification/identification が主目的）。
bibi_secure_2021,exclude,0.99,マルウェア検出（分類）が主目的で、デコンパイルやソースコード復元を目的としていないため
biernacki_reflectingnbspstackednbspcontinuations_2021,exclude,0.98,本文はML/DLを使用せず、バイナリやアセンブリのデコンパイルや高級コード生成を目的としていないため、IN1・IN2を満たさず除外対象です。
pei_stateformer_2021,exclude,0.9,出力が変数や関数の型情報のみで、ソースコード・擬似コード・ASTなどの「ソースに近い」再構成を行わないため EX-B3 に該当する
casolare_steaelergon_2021,exclude,0.99,目的がマルウェアペイロードの注入・コラボレーティブ攻撃の実証であり、デコンパイルや高級コード復元に関わらず、ML/DL の使用やコード再構成が記載されていないため、除外基準 EX-A に該当します。
singh_multi-view_2021,exclude,0.96,主目的がマルウェア検出という分類タスクであり、デコンパイルや高級コード復元は目的に含まれないため EX-A1（分類・識別が主目的）に該当する
abuhamad_large-scale_2021,exclude,0.96,目的がコード著者識別（Authorship Identification）であり、デコンパイルや高級コード復元が主目的ではないため EX-A1 に該当します。
kalhauge_logical_2021,exclude,0.96,ML/DLが使われておらず、目的はバイトコードのサイズ削減であり、出力は高級言語ソースや擬似コードではなく低レベルのバイトコード（IR）のみなので、除外条件 EX-B1 に該当します。
ringer_proof_2021,exclude,0.95,対象はCoq証明項からタクティックスクリプトへの変換であり、バイナリやアセンブリから高級言語コードを復元する研究ではなく、ML/DLも中心技術として用いられていないため、スコープ外（EX-B4）です。
liu_igscript_2021,exclude,0.92,抽象部に機械学習/ディープラーニングの利用が記載されておらず、ML/DL を中核としたバイナリ/アセンブリからの高級コード復元が目的でもないため、IN1 を満たさず除外
wang_falx_2021,exclude,0.99,本稿は可視化ツールのデータ変換支援であり、機械学習／ディープラーニングやバイナリ/アセンブリから高級言語への復元を目的としていないため、IN1・IN2・IN3 を満たさず除外（EX-A 系統）に該当します。
kang_obfus_2021,exclude,0.95,目的はコード難読化であり、デコンパイルは副次的手段（EX-A）。ML/DL が中心かつデコンパイルによるソース復元が主目的ではないため除外。
hilbig_empirical_2021,exclude,0.97,本論文はWebAssembly バイナリの実態調査とデータセット提供が主目的であり、ML/DL を用いたデコンパイル手法の提案や高級コード復元を目的としていない。したがって除外基準 EX‑C1 に該当する。
noauthor_pepm_2021,exclude,0.96,本稿はワークショップの論文集紹介であり、個別研究の概要やML/DLを用いたデコンパイル手法の記述がなく、対象外（EX-C1）
wang_automated_2021,exclude,0.98,本論文はクリップボードへのアクセス検出と情報漏洩の特定が主目的であり、機械学習／ディープラーニングは使用されず、バイナリから高級言語ソースや擬似コードを復元するデコンパイル研究ではない（EX-A3）。
albert_taming_2020,exclude,0.99,本稿はSMTによるモジュラリティ検証が主目的で、ML/DLは使用しておらず、出力は検証用IRでありデコンパイルによる高級コード復元ではない（EX-A3/EX-B1）。
erinfolami_devil_2020,exclude,0.93,本論文は機械学習・ディープラーニングを用いておらず、出力はバイナリからのクラス継承階層情報でありソースコード・擬似コードの復元や高級化を目的としていないため、IN1・IN2・IN3 を満たさず EX-B2（ソース相当の復元ではない）に該当します。
grech_madmax_2020,exclude,0.96,目的はガス関連脆弱性の検出であり、デコンパイルは解析手段に過ぎない（EX-A3）。
yan_eshield_2020,exclude,0.95,本研究はスマートコントラクトのバイトコードを難読化することが主目的であり、ML/DL の利用も記載されていない。出力はソースコードや擬似コードではなく、改変されたバイトコードであり、IN2・IN3 を満たさないため、除外（EX-B2）と判断した。
seraj_novel_2020,exclude,0.96,目的が偽装アンチマルウェアの分類・検出であり、デコンパイルは副次的説明にすぎないため、EX-A1（分類タスク）に該当し除外する。
nandi_synthesizing_2020,exclude,0.95,ML/DLが主軸でなく、入力はバイナリ/アセンブリでもなくCADメッシュで、対象がソフトウェアバイナリの高級言語復元でないため、スコープ外（EX-B4）
vasileiadis_revealing_2019,exclude,0.96,目的はマルウェア逆コンパイル検知であり、デコンパイルや高級コード復元とは無関係（EX-A1）。
rohleder_hands-ghidra_2019,exclude,0.99,本稿はGhidraのチュートリアルであり、ML/DLを中核に用いた手法の提示や新規デコンパイル手法の提案がなく、調査・紹介目的のため（EX‑C1）。
xylogiannopoulos_text_2020,exclude,0.96,目的はマルウェアの分類であり、デコンパイルは分類のための入力データとして利用されているだけで、ソースコード復元や擬似コード高級化が主目的ではない（EX-A1）。
kalhauge_binary_2019,exclude,0.96,ML/DLが使用されておらず、主目的がデバッグ用の入力削減であり、ソースコード復元や擬似コード高級化とは無関係なため、EX-Aに該当して除外されます。
kumar_android_2019,exclude,0.96,主目的はAPKのデコンパイルで得た特徴を用いたマルウェア分類であり、デコンパイルは前処理に過ぎない（EX‑A1）
erinfolami_declassifier_2019,exclude,0.98,本論文はML/DLを使用せず、主目的がC++バイナリからクラス継承関係を推測すること（識別タスク）であり、ソースコードや擬似コードの復元・高級化を目指すデコンパイル研究ではないため除外
raychev_predicting_2019,exclude,0.95,本稿はバイナリやアセンブリから高級コードを復元することが主目的ではなく、プログラム属性（識別子名・型注釈）予測を行うML手法を提案している。入力はソースコードであり、出力も属性予測であるため、IN3を満たさず、デコンパイルは副次的な応用例にすぎない（EX‑A）。
