citation_key,decision,confidence,reason
arXiv:2409.17115,exclude,0.9,論文はデータ精製に関するものであり、デコンパイルやバイナリからソースコードへの変換を扱っていないため。
arXiv:2406.10529,exclude,0.9,論文は機械学習を扱っているが、デコンパイルやバイナリからソースコードへの変換を扱っていないため除外される。
arXiv:2505.21577,exclude,0.9,機械学習/深層学習を使用しているが、デコンパイルやバイナリ→ソースコード変換を扱っていないため除外。
arXiv:1901.06540,exclude,0.9,論文は機械学習アルゴリズムの安定性や収束について扱っているが、デコンパイルやバイナリからソースコードへの変換を直接扱っていないため。
arXiv:1907.12475,exclude,0.9,機械学習/深層学習を使用しているが、デコンパイルやバイナリ→ソースコード変換を扱っていないため除外。
arXiv:2203.11386,exclude,0.9,論文は機械学習を使用しているが、デコンパイルやバイナリからソースコードへの変換を扱っていないため除外される。
arXiv:2403.01907,exclude,1.0,論文は機械学習や深層学習を使用しているが、デコンパイルやバイナリからソースコードへの変換を扱っていないため、除外される。
arXiv:2006.04847,exclude,0.9,論文は機械学習を使用しているが、デコンパイルやバイナリ→ソースコード変換を扱っていないため除外される。
arXiv:2404.18098,exclude,0.9,論文はプログラムの仕様と検証に関する理論を扱っており、機械学習や深層学習を使用していないため。
arXiv:2310.02295,exclude,0.9,論文は機械学習を使用しているが、デコンパイルやバイナリからソースコードへの変換を扱っていないため除外される。
arXiv:2507.11676,exclude,0.9,論文は量子プログラミング言語の構築に関するものであり、機械学習や深層学習を使用していないため。
arXiv:2601.05887,exclude,0.9,論文はゲーム理論に基づくAIを扱っており、機械学習/深層学習を使用しているが、デコンパイルやバイナリからソースコードへの変換を扱っていないため除外される。
arXiv:2512.06155,exclude,0.9,逆アセンブルのみの内容であり、ソースコード復元を扱っていないため。
arXiv:2306.03542,exclude,0.9,論文は機械学習を扱っているが、デコンパイルやバイナリからソースコードへの変換を扱っていないため除外される。
