citation_key,decision,confidence,reason
Dramko2025,include,0.96,ML/DL（LLM）を核にし、バイナリから高級言語のソースコードと型定義を生成することが主目的であり、入出力がバイナリ→ソースコードとなっているため、IN1・IN2・IN3 をすべて満たす。除外条件に該当しない。
Dramko2025,exclude,0.95,本稿はニューラルデコンパイラの等価性評価手法を提案しており、デコンパイル（ソース復元）そのものが主目的ではない（EX‑A3: verification）ため除外
Enders2022,exclude,0.96,本文・要旨に機械学習・ディープラーニングの利用が記載されておらず、ML/DLが主要手法でないためIN1を満たさない。
Erinfolami2019,exclude,0.96,本論文はML/DLを使用せず、バイナリからクラス継承関係を推測することが主目的であり、ソースコード復元や擬似コードの高級化とは直接関係しないため（EX-A）。
Erinfolami2020,exclude,0.96,本稿はML/DLを使用せず、バイナリから仮想継承情報を回復する手法を提案している。出力はクラス継承ツリーであり、高級言語のソースコード・擬似コード・AST など「ソースに近い」復元ではないため、IN1・IN2・IN3 を満たさず EX-B3 に該当する。
Escalada2021,exclude,0.92,目的は関数の戻り型を予測する分類であり、出力は型ラベルであって高級言語コードや擬似コード、AST などの「ソース相当」復元ではないため、EX-B3 に該当します。
Fang2024,include,0.95,LLM を中心に使用し、WebAssembly バイナリ／アセンブリを入力として可読性の高い C++ ソース（高級言語）を生成することが主目的であり、入力出力が基準を満たすため
Feng2024,include,0.96,LLMを用いたデコンパイル手法で、バイナリ（アセンブリ）から高級言語ソースを生成することが主目的であり、入力はアセンブリ・出力はソースコードで、ML/DLが中心技術となっているため
Feng2025,include,0.93,論文はLLM主体のエンドツーエンド手法でバイナリ/アセンブリから高級言語コードを復元することを主目的としており、入力はバイナリ/アセンブリ、出力は高級言語ソースで、除外条件に該当しないため採択
Fu2019,include,0.95,本文はニューラルネットワークを中心にバイナリからAST/高級コードを生成することを主目的としており、入力はバイナリ、出力は抽象構文木（ソース相当）で、要件IN1・IN2・IN3をすべて満たすため採択と判断した。
Gao2025,exclude,0.96,本稿はデコンパイラ評価のベンチマークを提示するもので、ML/DL を用いた新規のデコンパイル復元手法を提案していない（EX-C1）。
Green2024,exclude,0.78,本文の手法は主にトークンマッチングであり、ML/DL が中心技術でない上、出力は変数名・型というメタ情報に止まり、完全なソースコードや高級擬似コードの生成ではないため除外基準 (EX‑A/EX‑B) に該当する。
Harrand2019,exclude,0.98,ML/DL が中核でなく、既存デコンパイラのベンチマーク評価のみで新規手法を提案していないため (EX-C1)。
Harrand2020,exclude,0.96,本文中に機械学習／深層学習を中核とした手法の記述がなく、IN1 を満たさないため除外
He2025,exclude,0.92,デコンパイルは本研究の主目的ではなく、継続学習手法の評価に用いられる副次的タスクであるため、除外基準EX‑Aに該当します。
He2025,exclude,0.95,目的がマルウェア分析（関数識別・目的要約）であり、デコンパイルによる高級コード復元や擬似コード高級化が主目的ではないため（EX-A1/EX-A4）。
Hosseini2022,include,0.95,ML/DL（ニューラル機械翻訳）を中心に用い、バイナリ/アセンブリから高級言語ソースコードへの復元を主目的とし、入力はアセンブリ、出力はC等のソースコードであるため、全ての採択条件IN1‑IN3を満たす。
Hussain2025,exclude,0.97,目的は脆弱性検出であり、デコンパイルは検出支援の前処理に過ぎず、ソースコード復元や高級化が主目的ではない（EX-A3）
Jiang2025,exclude,0.95,論文はLLMのIR理解能力を評価することが主目的であり、デコンパイルは評価タスクの一部に過ぎないため、デコンパイルが主目的とは言えない（EX-A）。
Jiang2025,exclude,0.85,本論文はLLMを用いたアセンブリコード生成が主目的であり、出力はアセンブリ（低レベル）であるため、ソースコード相当の復元や高級化を行う研究ではない（EX‑B2）。
Katz2019,include,0.96,ニューラル機械翻訳を用いたML/DLが中心で、目的はバイナリ/アセンブリ等からCコードへの自動デコンパイルであり、入力はLLVM IRまたはx86アセンブリ、出力は高級言語のCコードという要件を満たすため
KC2023,exclude,0.96,サーベイ論文であり新規のMLベース復元手法の提案・評価が主旨ではないため（EX-C1）。
Kim2023,exclude,0.98,デコンパイルや高級コード復元が目的ではなく、バイナリのレイアウトを用いたマルウェア検出（分類）タスクのため、EX-A1（分類）が適用され除外されます。
Kumar2018,exclude,0.99,本稿はML/DLを用いたデコンパイル手法の提案ではなく、Javaの制御フロー難読化技術の体系的調査・分類であり、サーベイ性が主であるため除外（EX-C1）。
Lacomis2019,include,0.95,ニューラルネットが中心で、デコンパイルされた擬似コードの変数名復元という高級化が主目的。入力はデコンパイル出力、出力は高級言語コードに近い識別子名であり、除外条件に該当しない。
Lagouvardos2025,exclude,0.95,論文は静的解析によるデコンパイラ手法を提案しており、機械学習／深層学習を中核に用いていないため、IN1 を満たさず除外と判断した。
Li2019,include,0.96,本文はTransformerベースのニューラル機械翻訳を用いてJavaバイトコードからソースコードを復元することを主目的としており、ML/DLが中心技術で入力はバイナリ（バイトコード）、出力は高級言語（Java）となるため、IN1・IN2・IN3 をすべて満たす。
Li2020,exclude,0.95,目的がスマートコントラクトのバイトコードから自然言語による説明を生成することであり、ソースコードや擬似コードの復元・高級化ではないため、EX-A4（要約・説明生成）に該当します。
Li2025,include,0.9,ML（LLM）を中核に用いており、DNN実行ファイルから高レベルモデル（ソースに近い表現）を復元することが主目的で、入力はバイナリ、出力は高級モデルであるため、IN1・IN2・IN3 を満たす。
Li2025,exclude,0.96,目的がバイナリパッチ（脆弱性・セキュリティパッチ）検出であり、デコンパイルや高級コード復元は副次的手段に過ぎない（EX-A3）。
Liang2021,include,0.97,ニューラル機械翻訳(NMT)を核心に用い、バイナリ→高級言語(C/C++)への変換と意味情報回復を主目的としており、入力はバイナリ、出力はソースコードという要件を満たす
Liao2025,include,0.94,ML（LLM）を中心に用い、Solidity バイナリ／デコンパイラ出力から高級言語ソース（スマートコントラクトコード）を復元・高級化することが主目的で、入力は1種、出力は1種のソースコードであるため、IN1・IN2・IN3 をすべて満たす。
Liu2021,exclude,0.98,本稿はビットベクタープログラムと逆コンパイルバイナリの検証（到達性・停止性・LTL）を主目的としており、機械学習・深層学習は使用していない（IN1未達）。デコンパイルは検証ツールへの入力として利用されるだけで、ソースコード復元や擬似コード高級化が目的ではない（EX-A3）。したがって除外対象です。
Liu2022,include,0.9,ML技術を中心に用いてバイナリ実行ファイルから高レベルなDNNモデル仕様（演算子・トポロジ・パラメータ）を復元することが主目的であり、入力はバイナリ、出力はソースに相当する高レベル表現であるため、IN1・IN2・IN3 をすべて満たす。
Liu2025,include,0.95,LLMを中心に用いた二進バイナリから高可読性のソースコード生成を主目的としており、入力はバイナリ、出力は復元された高級言語コードであり、全ての採択条件を満たす
Manuel2024,exclude,0.96,目的は脆弱性検出・分類・説明であり、デコンパイルは分析対象としての入力に過ぎず、ソースコードや高級擬似コードの復元が主目的ではない（EX‑A3）。
Manuel2025,exclude,0.92,デコンパイルはLLM用データセット生成の手段であり、復元や高級化が主目的ではないため、EX-A に該当します。
Mihajlenko2021,exclude,0.97,本文に機械学習／深層学習を使用した旨がなく、IN1（ML/DLを中核に使用）を満たさないため除外（EX-C2：MLベースの新手法が提示されていない）
Nandi2020,exclude,0.96,ML/DLが主軸でなく、対象がCADメッシュ（バイナリ/アセンブリ）ではないため、スコープ外です。
Palmarini2024,exclude,0.92,目的はプログラム合成とライブラリ学習であり、デコンパイルは手段に過ぎず、入力もバイナリ/アセンブリではなくスコープ外（EX‑A）
Pearce2022,exclude,0.96,目的がコードの目的や変数情報の抽出・質問応答であり、デコンパイルによる高級言語ソースや擬似コードの復元・高級化ではなく、EX-A1（識別・情報抽出）に該当するため除外
Pochelu2024,exclude,0.92,本文は JAX の中間表現 Jaxpr を Python ソースに変換するツールを紹介しているが、機械学習／ディープラーニング手法を中心に使用した記述がなく、ML/DL が主要要素でないため IN1 を満たさない。したがってデコンパイル研究対象外となる。
Pordanesh2024,exclude,0.95,目的はLLMによるコードの解釈・説明評価であり、デコンパイルや高級コード復元が主目的ではない（EX-A4: summarization/ explanation）
Qin2024,exclude,0.96,本論文はJavaデコンパイルコードの可読性評価に関する実証研究であり、ML/DLを中心とした手法は提示されていない。デコンパイル自体は手段であり、復元・高級化が目的ではないため除外基準EX-Aに該当する。
Rao2024,exclude,0.96,本文の要旨に機械学習・ディープラーニング手法の使用が記述されておらず、ML/DLが研究の中核でないためIN1を満たさない（EX‑A系除外）。
Reis2020,exclude,0.96,ML/DLが主軸でなく、目的は静的解析のための中間表現生成であり、ソースコード復元や高級化が主目的ではない（IN1未達、EX-A該当）
Reiter2023,exclude,0.92,本文はバイナリ脆弱性の自動修復を目的としており、デコンパイルは修復の前工程に過ぎない。ML/DL が主要手法として記述されていないため IN1 を満たさず、目的が脆弱性修正（EX-A3）に該当するため除外。
Ringer2021,exclude,0.96,論文はCoq証明項をタクティックスクリプトに変換するデコンパイラを提案しているが、機械学習／ディープラーニングを中核に用いておらず、バイナリやアセンブリから高級言語コードを復元する目的でもないため、IN1を満たさず除外（EX-A）となる。
Saul2024,exclude,0.96,目的がバイナリ関数の類似性検出（検索・類似度評価）であり、デコンパイルや高級コード復元が主目的でないため（EX-A2）。出力も類似度スコアで、ソースコードや擬似コードへの変換は行わない。
Shang2025,exclude,0.95,ベンチマーク論文であり、復元手法の新規提案が主目的でない（EX-C1）ため、デコンパイル研究の対象外です。
She2024,include,0.96,LLMを中心に用いたデコンパイルが主目的で、Wasm バイナリを高級言語（ソースコード）へ変換する手法を提案しているため、IN1・IN2・IN3 をすべて満たす。
Shokri2023,exclude,0.86,目的は制御アルゴリズムの数学的表現を生成することであり、出力はソースコードや擬似コードではなく数式表現（コードでない）になるため、スコープ外の EX-B3 に該当する。
Slawinski2019,exclude,0.96,主目的がマルウェアの分類であり、デコンパイルは前処理として利用しているだけです（EX-A1）。出力はコードではなく特徴ベクトルで、ソース復元や擬似コード高級化は行っていません。
Smith2024,exclude,0.95,Abstractに機械学習／ディープラーニングの使用が示されておらず、ML/DL が研究の中心要素でないため IN1 を満たさず、除外対象となります。
Stuglik2023,exclude,0.96,本文はバイトコードからASTを生成し並列化コードを生成するフレームワークを紹介しており、機械学習・ディープラーニングが中心技術ではなく、デコンパイルは手段であり主目的は並列化であるため、IN1・IN2を満たさず除外対象（EX-A）となります。
Szafraniec2023,exclude,0.9,論文の主目的はコード翻訳（ソース間変換）であり、IRからのデコンパイルは副次的タスクにすぎないため、デコンパイルを中心とした研究条件（IN2）を満たさない。
Tan2024,include,0.96,"LLMを用いた大規模言語モデルが核心技術であり、バイナリを高級言語ソースへ復元することが主目的（IN1, IN2, IN3）で、抽象から入力はbinary、出力は高級コードと明示されているため、除外基準に該当しない。"
Tan2025,include,0.95,LLMを中心とした機械学習手法でバイナリから高級言語のソースコード（構造・識別子）を復元することが主目的であり、入力はバイナリ、出力はソース相当のコードであるため、IN1・IN2・IN3 を満たす。
Tan2025,exclude,0.92,本論文は大規模バイナリ‑ソース対データセットとベンチマークの提供が主目的であり、ML/DLを用いた新規デコンパイル手法の提案・検証が中心ではない（EX-C1）。
Thurnherr2024,exclude,0.92,入力がバイナリやアセンブリではなくTransformerの重みであり、スクリーニング基準のIN3（入力はbinary/assembly/decompiler output）を満たさないため除外。
Udeshi2024,exclude,0.95,IN1未達成：抄録に機械学習・ディープラーニングの使用が示されておらず、ML/DLが手法の中心ではないため
Verbeek2025,exclude,0.95,本文はバイナリレベルのポインタ解析を形式的に検証する手法を提案しており、機械学習やディープラーニングは使用していない（IN1未達）。目的は解析手法そのものの正当性であり、デコンパイル・高級コード復元が主目的ではない（IN2未達）。したがって除外基準EX-Aに該当する。
Wan2025,exclude,0.95,入力がバイナリやアセンブリではなく画像（ラスタ画像）であり、スコープのIN3を満たさないため（EX-B2）。
Wang2023,exclude,0.98,目的はスマートコントラクトの脆弱性検出であり、デコンパイルは前処理にすぎない。デコンパイル・高級化が主目的でないため、EX‑A3 に該当し除外となる。
Wang2025,include,0.95,LLMを活用したデコンパイルが主目的で、バイナリを入力として再実行可能な高級言語ソースコードを生成する。ML/DLが手法の中心であり、入出力がスクリーニング基準を満たす。
Wang2025,include,0.96,ML/DL（LLM）を中心に用い、バイナリ/アセンブリから高級言語コードを生成することが主目的で、入力はバイナリ関数（assembly）、出力はデコンパイルされた高級コードであるため、IN1·IN2·IN3 をすべて満たす。
Wang2025,exclude,0.93,目的がセキュリティ診断・脆弱性検出であり、デコンパイルは分析の手段に過ぎない（EX-A3）
Wong2023,include,0.95,LLMを中心に用いてデコンパイル出力（assembly/既存デコンパイラの擬似コード）を入力とし、再コンパイル可能なCコード（高級言語ソース）を生成することを主目的としているため、IN1・IN2・IN3をすべて満たす。
Wu2023,exclude,0.95,本稿はLLMの汎用的なセキュリティタスク評価が主目的で、デコンパイルは7つの応用のひとつに過ぎず、復元手法の提案や改善が目的ではない（EX-A）。
Wu2024,exclude,0.95,本稿はWASMバイナリのデコンパイル手法を比較評価する調査研究であり、ML/DL を用いた新規復元手法の提案がないため、IN1 を満たさず EX-C1（サーベイ・ベンチマーク）に該当します。
Xie2025,exclude,0.96,対象が量子回路であり、ソフトウェアバイナリの高級言語復元とはスコープ外（EX-B4）。
Xu2024,include,0.92,MLベースの生成モデルを中核に用い、デコンパイル（変数名復元）を主目的としており、入力はデコンパイル関数、出力はソースに近い変数名情報で高級化を実現しているため、IN1・IN2・IN3 を満たす。
You2024,exclude,0.96,本文は PyTorch バイトコードをルールベースでソースコードに戻すツールを紹介しており、機械学習／深層学習を主要手法として用いていないため、IN1 を満たさず除外されます。
Zhang2024,exclude,0.95,目的はマルウェア検出（分類）であり、デコンパイルは特徴抽出の一部に過ぎず、ソースコード復元や擬似コード高級化が主目的ではない（EX-A3）。
Zhang2025,exclude,0.97,本稿はML/DLを使用していない（IN1未達）上、主目的は制御流変換の検証であり、デコンパイルや高級コード復元は手段にすぎない（EX-A3）。
Zhou2025,include,0.95,LLM中心の手法でデコンパイル出力を修正・高級化することが主目的であり、入力はデコンパイラ出力、出力は高忠実度のコード生成となっているため
Zhou2025,exclude,0.96,ML/DLが中心でなく、復元手法の提案がなくベンチマーク研究のみであるため（EX-C1）。
Zou2025,include,0.95,LLMを中心に用いて既存デコンパイラの出力を高品質な高級言語コードへ変換することが主目的であり、入力はデコンパイル結果、出力は改善されたソースコードであるため、IN1・IN2・IN3 をすべて満たす。
